#trial,map_id,start_x,start_y,start_z,end_x,end_y,end_z
873,8,-0.672528,-3.185475,1.000000,-0.717312,4.134123,1.000000
874,8,-3.343053,3.310683,1.000000,2.430422,-1.896157,1.000000
875,8,0.307267,4.232847,1.000000,0.314495,-4.283510,1.000000
876,8,-4.494889,4.397114,1.000000,1.728335,-1.879869,1.000000
877,8,0.359316,-0.982242,1.000000,-0.178265,3.908107,1.000000
878,8,-0.433374,-3.715933,1.000000,2.673529,4.001416,1.000000
879,8,-1.383089,4.423371,1.000000,1.957958,-2.604132,1.000000
880,8,-2.928336,3.449475,1.000000,3.991862,1.222434,1.000000
881,8,-0.536931,-4.201844,1.000000,-0.355587,3.653303,1.000000
882,8,-0.447604,-2.876160,1.000000,-1.219491,4.021065,1.000000
883,8,1.632297,4.008013,1.000000,-3.943366,3.852992,1.000000
884,8,-3.557275,2.884987,1.000000,2.339528,0.444070,1.000000
885,8,-1.516794,-2.759060,1.000000,2.926120,-0.696262,1.000000
886,8,1.815300,-0.258609,1.000000,-3.620942,2.828407,1.000000
887,8,-0.454234,-4.303388,1.000000,-3.989763,4.046316,1.000000
888,8,-1.038012,4.127545,1.000000,1.800385,-0.925711,1.000000
889,8,-1.896603,3.794102,1.000000,3.378995,0.763089,1.000000
890,8,-3.584636,3.023573,1.000000,2.598258,-1.074982,1.000000
891,8,-1.257355,-2.373499,1.000000,3.703351,2.225606,1.000000
892,8,-0.990996,4.337422,1.000000,2.841751,1.307286,1.000000
893,8,-1.553113,-3.177278,1.000000,2.929146,0.158859,1.000000
894,8,-4.421131,4.050569,1.000000,1.154490,3.508573,1.000000
895,8,-1.673922,-3.602935,1.000000,2.219226,-1.474558,1.000000
896,8,3.670577,1.381867,1.000000,-0.297848,4.071280,1.000000
897,8,-4.217068,3.734784,1.000000,-0.472581,-2.666720,1.000000
898,8,1.199514,0.234660,1.000000,-4.046547,-0.311247,1.000000
899,8,-0.503701,4.289823,1.000000,4.337581,1.729893,1.000000
900,9,2.104382,-1.652172,1.000000,2.819286,3.747423,1.000000
901,9,-0.424987,-2.751440,1.000000,2.822138,1.679552,1.000000
902,9,0.635185,-4.438390,1.000000,2.867918,1.097975,1.000000
903,9,4.017424,0.841740,1.000000,-4.132541,4.378272,1.000000
904,9,2.755413,0.225092,1.000000,-0.187170,4.241239,1.000000
905,9,1.005729,3.283970,1.000000,3.521147,-0.082811,1.000000
906,9,-1.161760,4.303020,1.000000,3.637568,-3.394310,1.000000
907,9,2.579952,1.259094,1.000000,4.028501,-2.981849,1.000000
908,9,-0.749922,-3.932116,1.000000,1.819106,3.710377,1.000000
909,9,3.243332,0.689245,1.000000,-0.070993,-3.170965,1.000000
910,9,1.236881,-1.735756,1.000000,4.382750,0.879493,1.000000
911,9,-1.111411,0.513700,1.000000,3.001368,3.992652,1.000000
912,9,2.742485,2.952246,1.000000,-3.124032,4.392828,1.000000
913,9,-4.423415,-4.331120,1.000000,-0.686353,4.464100,1.000000
914,9,0.872105,-2.537142,1.000000,4.479052,-0.570994,1.000000
915,9,3.253204,-3.393527,1.000000,-1.029682,4.136282,1.000000
916,9,-0.030718,3.720051,1.000000,1.502224,-2.123808,1.000000
917,9,1.142859,-1.970417,1.000000,2.365889,3.489120,1.000000
918,9,-0.284612,-3.479826,1.000000,3.722400,2.374588,1.000000
919,9,0.037843,-3.978323,1.000000,3.694189,-1.760792,1.000000
920,9,0.237810,-3.133756,1.000000,3.437836,-0.285465,1.000000
921,9,2.988799,2.751824,1.000000,4.315292,-2.894063,1.000000
922,9,-1.248639,4.132690,1.000000,2.868501,0.889154,1.000000
923,9,2.112993,3.077274,1.000000,4.464191,-0.341977,1.000000
924,9,3.994573,-3.208453,1.000000,2.864376,1.573115,1.000000
925,9,2.052626,-1.523062,1.000000,2.781746,2.800638,1.000000
926,9,1.593580,3.299567,1.000000,2.304947,-0.757530,1.000000
927,9,4.061915,-1.391410,1.000000,-1.201865,0.253837,1.000000
928,9,0.109353,-2.107136,1.000000,3.091129,2.596781,1.000000
929,9,-0.910075,4.364036,1.000000,-0.298286,-3.296229,1.000000
930,9,4.042386,0.378412,1.000000,-0.365456,-2.215402,1.000000
931,9,-3.475673,4.360248,1.000000,1.332957,3.013037,1.000000
932,9,3.167883,2.606896,1.000000,1.950245,-2.231112,1.000000
933,9,1.797137,4.488807,1.000000,3.993006,0.454484,1.000000
934,9,-3.783667,-2.096488,1.000000,2.399806,3.535247,1.000000
935,9,3.506413,2.289066,1.000000,-2.042000,0.103747,1.000000
936,9,0.397259,-3.265335,1.000000,1.406739,3.059140,1.000000
937,9,3.097695,2.964241,1.000000,0.345457,-3.897496,1.000000
938,9,-1.860490,0.743517,1.000000,3.985066,-3.003503,1.000000
939,9,2.912598,2.039593,1.000000,0.691784,-3.191104,1.000000
940,9,0.526960,-3.378409,1.000000,2.739363,0.472918,1.000000
941,9,1.789348,3.568676,1.000000,-2.285098,4.355658,1.000000
942,9,-0.024008,-3.504394,1.000000,-0.042596,4.095668,1.000000
943,9,3.038875,4.366233,1.000000,1.785473,-1.556578,1.000000
944,9,2.951878,2.214188,1.000000,4.192772,-2.073018,1.000000
945,9,0.088496,-2.650920,1.000000,2.705534,1.909418,1.000000
946,9,2.430462,-1.223715,1.000000,1.771459,2.918544,1.000000
947,9,0.728703,-2.692757,1.000000,2.459954,4.449755,1.000000
948,9,-0.312010,-3.957880,1.000000,-0.162206,3.811643,1.000000
949,9,3.614526,-0.667166,1.000000,2.473040,4.388341,1.000000
950,9,0.273807,1.880432,1.000000,-4.484112,-4.470178,1.000000
951,9,1.392781,-1.536279,1.000000,-0.629241,4.339802,1.000000
952,9,-0.439958,-4.371012,1.000000,-2.075656,4.448683,1.000000
953,9,-0.202504,-3.486971,1.000000,3.100081,3.055130,1.000000
954,9,2.540236,3.749078,1.000000,4.327179,-3.109083,1.000000
955,9,2.632251,0.247548,1.000000,-0.845707,-3.804376,1.000000
956,9,0.656630,-4.023676,1.000000,2.910078,-0.322275,1.000000
957,9,2.002934,3.313804,1.000000,0.778650,-3.233103,1.000000
958,9,-0.190541,-2.429110,1.000000,2.706207,3.214217,1.000000
959,9,-1.734979,0.209241,1.000000,3.964898,-1.957765,1.000000
960,9,-0.012731,-3.964209,1.000000,2.991122,1.788110,1.000000
961,9,0.029504,-4.119796,1.000000,3.001262,2.208944,1.000000
962,9,3.828189,0.371192,1.000000,1.760228,4.147379,1.000000
963,9,2.298676,3.841469,1.000000,3.797088,-2.343011,1.000000
964,9,2.998628,-2.057548,1.000000,2.958490,3.334936,1.000000
965,9,3.894187,-0.401407,1.000000,-3.727731,-1.980177,1.000000
966,9,-2.214535,0.317950,1.000000,3.507008,2.279974,1.000000
967,9,2.995403,3.736392,1.000000,0.048541,-4.170777,1.000000
968,9,1.360625,-1.972668,1.000000,1.043788,2.944556,1.000000
969,9,3.803086,-1.525992,1.000000,-0.128085,-2.725237,1.000000
970,9,3.322337,-1.481355,1.000000,1.829779,3.101796,1.000000
971,9,3.288653,2.386642,1.000000,2.552925,-2.993082,1.000000
972,9,3.220035,-0.867531,1.000000,-4.362805,4.336346,1.000000
973,9,2.744116,0.353695,1.000000,-0.438122,-3.524786,1.000000
974,9,-0.531562,-3.956607,1.000000,4.166218,1.632501,1.000000
975,9,4.489102,-1.654388,1.000000,-0.838560,-3.685026,1.000000
976,9,-1.419604,0.708921,1.000000,3.667435,-1.425073,1.000000
977,9,2.050520,3.094157,1.000000,3.788262,-0.686284,1.000000
978,9,0.001667,-1.984298,1.000000,-3.630378,4.237990,1.000000
979,9,3.899626,1.015282,1.000000,-0.201300,-3.249232,1.000000
980,9,0.370445,-3.932252,1.000000,4.354037,-1.698427,1.000000
981,9,0.512076,-3.541102,1.000000,3.772295,0.964106,1.000000
982,9,4.350555,-0.215250,1.000000,1.101525,3.324107,1.000000
983,9,2.793636,2.633281,1.000000,-3.659936,-2.545651,1.000000
984,9,4.088017,-2.690933,1.000000,2.869254,3.546194,1.000000
985,9,1.644160,3.396040,1.000000,-0.288783,-3.580068,1.000000
986,9,3.296136,-1.850100,1.000000,2.928182,3.947318,1.000000
987,9,-0.133403,-2.105348,1.000000,3.474750,0.128201,1.000000
988,9,-1.030195,-4.483368,1.000000,3.949395,-2.510980,1.000000
989,9,2.101571,1.108802,1.000000,-0.232844,-3.410851,1.000000
990,9,-1.597522,0.444269,1.000000,4.382627,-1.183303,1.000000
991,9,-0.446488,-4.122066,1.000000,3.145926,3.572689,1.000000
992,9,-1.969997,0.268382,1.000000,2.695905,0.081938,1.000000
993,9,3.009970,-1.434742,1.000000,-1.123574,-3.899874,1.000000
994,9,3.527540,-2.632865,1.000000,-4.156939,4.331542,1.000000
995,9,3.726830,-3.160091,1.000000,3.497506,2.578683,1.000000
996,9,2.697592,-1.575884,1.000000,-1.048606,-3.918208,1.000000
997,9,3.503744,-2.569883,1.000000,2.040402,3.037092,1.000000
998,9,2.352235,4.012069,1.000000,2.283454,-1.996986,1.000000
999,9,2.599498,-0.236256,1.000000,2.270741,4.347516,1.000000
